User_Query,Expected_URL,Expected_Ans,Expected_Title
What happens if salary credit from employer is not received in the account for more than 3 months?,https://www.idfcfirstbank.com/personal-banking/accounts/corporate-salary-account#faqs," If salary credit has been stopped due to any reason for three or more months, then you are required to maintain Average Monthly Balance (AMB) as per the account variant, otherwise applicable charges will be levied.",What happens if salary credit from employer is not received in the account for more than 3 months?
"Can I continue with my IDFC FIRST Bank Salary Account, if I change my job?",https://www.idfcfirstbank.com/personal-banking/accounts/corporate-salary-account#faqs,"Yes, you can continue with your existing Salary Account with IDFC FIRST Bank if your new employer has a banking relationship with IDFC FIRST Bank. You can check the same with your company HR and can get your IDFC FIRST Bank Salary Account mapped to the payroll system.","Can I continue with my IDFC FIRST Bank Salary Account, if I change my job?"
What benefits & features would I get on opening an IDFC FIRST Bank Salary Account?,https://www.idfcfirstbank.com/personal-banking/accounts/corporate-salary-account#faqs,"You can enjoy a superior banking experience with IDFC FIRST Bank Salary Account with benefits such as:

- Attractive interest rates on your savings, so you can earn more

- Zero charges on 28 commonly used Salary Account services like IMPS, NEFT, RTGS, ATM transactions, cheque book issuance, SMS alerts, cash transactions, etc.

- Monthly Interest Credits, so you can earn 'interest on interest'

- Higher Personal Accident and Air Accident Cover with your Debit Card

- Exciting offers on food, shopping, travel, & more with your Debit Card

and much more",What benefits & features would I get on opening an IDFC FIRST Bank Salary Account?
How does the Monthly Interest Credits feature work and how will I benefit from it?,https://www.idfcfirstbank.com/personal-banking/accounts/corporate-salary-account#faqs,"With an IDFC FIRST Bank Salary Account, experience the joy of earning Monthly Interest Credits on your Salary Account. You earn 'interest on interest' with the power of monthly compounding. IDFC FIRST Bank is the first universal bank in India to provide this feature, against the standard practice of crediting interest on your Salary Account every quarter.

Monthly compounding interest payout is better for you than Quarterly interest payout because when you get interest credit in Month 1, the interest for Month 2 is paid on your opening balance + interest received in Month 1 and so on. So, you earn more on your savings! 



Interest will be calculated on progressive balances in each interest rate slab, as applicable. Please note, interest rates are subject to periodic change. Can you afford to not have an IDFC FIRST Bank Salary Account?",How does the Monthly Interest Credits feature work and how will I benefit from it?
What does the Zero Charges feature mean?,https://www.idfcfirstbank.com/personal-banking/accounts/corporate-salary-account#faqs,"With IDFC FIRST Bank Salary Account you can enjoy ZERO Charges on 28 commonly used Salary Account services like IMPS, NEFT, RTGS, ATM transactions, Cash transactions, Cheque book issuance, SMS alerts and more. You can know more about services offered at Zero Charges here: ",What does the Zero Charges feature mean?
What are the documents required to open a Salary Account?,https://www.idfcfirstbank.com/personal-banking/accounts/corporate-salary-account#faqs,"To open a Salary Account, you require Aadhar Card and PAN Card along with proof of employment, which can be offer letter, Company ID card, or pay slips.",What are the documents required to open a Salary Account?
What are the different ways I can add money/transfer funds to my account?,https://www.idfcfirstbank.com/personal-banking/accounts/corporate-salary-account#faqs,"You can add funds to your Salary Account by one of the following ways:

- Via any other bank’s NetBanking/Mobile app. Simply add your IDFC FIRST Bank account details – Account number and IFSC code

- Through our Mobile app by clicking on “Add funds” option which lets you add transfer money from your other bank accounts

- Depositing a cheque at any of our branches

- Depositing a cheque at any IDFC FIRST Bank ATM

- Using any UPI app using your UPI ID",What are the different ways I can add money/transfer funds to my account?
What are the modes through which I can access and keep a track on transactions in my IDFC FIRST Bank Salary Account?,https://www.idfcfirstbank.com/personal-banking/accounts/corporate-salary-account#faqs,"We offer multiple methods to track your IDFC FIRST Bank Salary Account. Here are a few ways you can do it:

- NetBanking

- Mobile App

- WhatsApp Banking

- Monthly Account statements sent to your registered email ID",What are the modes through which I can access and keep a track on transactions in my IDFC FIRST Bank Salary Account?
Can I add a nominee to my Salary Account? How many nominees can I add?,https://www.idfcfirstbank.com/personal-banking/accounts/corporate-salary-account#faqs,"Yes, you can add 1 nominee to your Salary Account.",Can I add a nominee to my Salary Account? How many nominees can I add?
How can I add a nominee to my IDFC FIRST Bank Salary Account?,https://www.idfcfirstbank.com/personal-banking/accounts/corporate-salary-account#faqs,"You can add a nominee to your Salary Account in one of the following ways:

- Via NetBanking or Mobile Banking App

- By visiting your nearest IDFC FIRST Bank branch",How can I add a nominee to my IDFC FIRST Bank Salary Account?
What is a Senior Citizen's Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,A Senior Citizen's Savings Account is a Savings Account especially for custoners above the age of 60 years.,What is a Senior Citizen's Savings Account?
What is the eligibility criteria for opening an IDFC FIRST Bank Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"You can open an IDFC FIRST Bank Senior Citizen Savings Account if you are an Indian Citizen, residing in India and above the age of 60 years.",What is the eligibility criteria for opening an IDFC FIRST Bank Senior Citizen Savings Account?
How can I open my IDFC FIRST Bank Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"You can open an IDFC FIRST Bank Savings Account in one of the following ways:

- Simply walk in to your nearest IDFC FIRST Bank branch

- Open an online Savings Account in less than two minutes (Click here to open a Savings Account)

Did you know? IDFC FIRST Bank offers Monthly Interest Credits on Savings Account, as against quarterly interest payouts offered by most banks. Open a Savings Account online in less than 2 minutes here.
",How can I open my IDFC FIRST Bank Senior Citizen Savings Account?
Can I open a Senior Citizen Savings Account in joint mode if I am below 60 years of age?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"Yes, you can open a Senior Citizen Savings Account with a Senior Citizen in joint mode, even if you are below the age of 60 years. The Senior Citizen, however, would need to be the primary applicant.",Can I open a Senior Citizen Savings Account in joint mode if I am below 60 years of age?
What are the documents required to open an IDFC FIRST Bank Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"To open a Senior Citizen Savings Account online, you only need your Aadhaar number & PAN

If you choose to open your account at your nearest branch, you will need the following:
Passport-size photograph

PAN

Identity proof such as Aadhaar Card, Passport, Voter’s Identity Card, Driving Licence, etc. 

You can check out the detailed list here.",What are the documents required to open an IDFC FIRST Bank Senior Citizen Savings Account?
What is a Sweep-Out facility?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"The Sweep-Out facility enables customers to transfer idle funds in their Savings/Current Account to a Fixed Deposit so they can earn more with higher interest rates. 

Let's understand how the Sweep-Out facility works: You have opted for Sweep-Out facility on your Savings Account and set a limit of ₹50,000. This means, whenever your balances exceed ₹50,000, the surplus funds are transferred to a Fixed Deposit enabling you to earn higher returns on your idle funds.",What is a Sweep-Out facility?
What is a Sweep-In facility?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"The Sweep-In facility ensures whenever funds in your Savings Account are running low for any transaction or purchase, the deficit amount is automatically transferred from your Fixed Despoit back to your Savings Account.

If you've opted for Sweep-Out, Sweep-In facility is enabled on your Savings Account by default.

Let's understand how the Sweep-In facility works: A Sweep-Out FD of ₹1,00,000 was created with the idle funds in your Savings Account. The balance in your account is now ₹50,000 and you issue a cheque of ₹85,000. In such a case, the deficit amount of ₹35,000 will automatically be transferred back to your Savings Account. Additionally, ₹50,000 will also be transferred to your Account, since that is the Sweep-Out limit you have opted for. ",What is a Sweep-In facility?
What is the interest rate I would earn on my Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,The interest rate on your Senior Citizen Savings Account would vary depending on the balance slab in which your Average Monthly Balance falls. You can visit this page to know more about the latest interest rates offered by IDFC FIRST Bank ,What is the interest rate I would earn on my Senior Citizen Savings Account?
What is the frequency of interest pay-out?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"Interest earned on your IDFC FIRST Bank Senior Citizen Savings Account balance is credited to your account on a monthly basis. 

We offer Monthly Interest Credits on your Average Monthly Balance, as opposed to the common practice of crediting interest on a quarterly basis by most banks.",What is the frequency of interest pay-out?
How does the Monthly Interest Credits feature work and how will I benefit from it?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"With an IDFC FIRST Bank Salary Account, experience the joy of earning Monthly Interest Credits on your Salary Account. You earn 'interest on interest' with the power of monthly compounding. IDFC FIRST Bank is the first universal bank in India to provide this feature, against the standard practice of crediting interest on your Salary Account every quarter.

Monthly compounding interest payout is better for you than Quarterly interest payout because when you get interest credit in Month 1, the interest for Month 2 is paid on your opening balance + interest received in Month 1 and so on. So, you earn more on your savings! 



Interest will be calculated on progressive balances in each interest rate slab, as applicable. Please note, interest rates are subject to periodic change. Can you afford to not have an IDFC FIRST Bank Salary Account?",How does the Monthly Interest Credits feature work and how will I benefit from it?
What is the initial pay-in amount required for opening your IDFC FIRST Bank Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"The initial pay-in amount would depend on the Senior Citizen Savings Account variant you have opted for, i.e. ₹10,000 or ₹25,000. 

You can choose to open an account with higher Average Monthly Balance to earn higher interests on your savings.",What is the initial pay-in amount required for opening your IDFC FIRST Bank Senior Citizen Savings Account?
What is the minimum account balance required to be maintained monthly in the IDFC FIRST Bank Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"You would need to maintain the Average Monthly Balance required as per the variant of Senior Citizen Savings Account you have opted for - ₹10,000 or ₹25,000. Please click here to see the applicable Schedule of Charges.",What is the minimum account balance required to be maintained monthly in the IDFC FIRST Bank Senior Citizen Savings Account?
How would the Average Monthly Balance of my IDFC FIRST Bank Senior Citizen Savings Account be calculated?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"Average Monthly Balance in an account is calculated by dividing the sum of each day’s balance in the account and the number of days in the particular month

Every day, from the 1st to the end of the month, we take the balance in your Savings Account at the end of the day. We total them all up and divide by the number of days in the month. That’s it! Example: Lets consider a month of 30 days.

Account Statement Sample
Transaction Date and Time	Date	Transaction Details	Debit 	Credit 	Balance (Rs.)
 	 	Opening Balance	 	 	200,000.00
11-06-2023  11:01	6/11/2023	EMI Debit 957067	50,000.00 	 	150,000.00
21-06-2023   13:30	6/21/2023	UPI/MOB/2359575837/UPI	 	50,000.00 	2,00,000.00 
   

Descritpion	End of day account balance (Rs.)	Sum of balance (Rs.)
EOD Balance from 1st June'23 to 10th June'22	200000	200000 x 10 = 20 lakhs
EOD Balance from 11th June'23 to 20th June'22	150000	150000 x 10 = 15 lakhs
EOD Balance from 21st June'23 to 30th June'22	200000	200000 x 10 = 20 lakhs
Sum of end of day balance of all days of the month	 	20 lakhs + 15 lakhs + 20 lakhs = 55 lakhs
Average Monthly Balance = (Sum of end of day balance of all days of the month) / (no. of days of the month) 
= 55 lakhs / 30 days
= Rs. 1,83,333.33
   ",How would the Average Monthly Balance of my IDFC FIRST Bank Senior Citizen Savings Account be calculated?
Are there any fees & charges associated with IDFC FIRST Bank Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"With IDFC FIRST Bank Savings Account you pay Zero Charges* on 28 commonly used Savings Account services like IMPS, NEFT, RTGS, ATM transactions, Cash transactions, Cheque book issuance, SMS alerts and more. We have been offering these services for free to customers maintaining Average Monthly Balance as low as ₹10,000, for the past 4 years.

You can know more about services offered at Zero Charges here: www.idfcfirstbank.com/zerofeebanking 
Open an IDFC FIRST Bank Savings Account here.
*T&C Apply",Are there any fees & charges associated with IDFC FIRST Bank Senior Citizen Savings Account?
Will I be charged any fees/penalty for non-maintenance of Average Monthly Balance in the Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"Yes, there are nominal charges levied for not maintaining Average Monthly Balance on your Savings Account. Click here to know more about the applicable non-maintenance charges on your IDFC FIRST Bank Senior Citizen Savings Account",Will I be charged any fees/penalty for non-maintenance of Average Monthly Balance in the Senior Citizen Savings Account?
What are the different ways I can add money/transfer funds to my account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"You can add funds to your Salary Account by one of the following ways:

- Via any other bank’s NetBanking/Mobile app. Simply add your IDFC FIRST Bank account details – Account number and IFSC code

- Through our Mobile app by clicking on “Add funds” option which lets you add transfer money from your other bank accounts

- Depositing a cheque at any of our branches

- Depositing a cheque at any IDFC FIRST Bank ATM

- Using any UPI app using your UPI ID",What are the different ways I can add money/transfer funds to my account?
Is nomination facility available with an IDFC FIRST Bank Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"Yes, you can add a nominee to your IDFC FIRST Bank Senior Citizen Savings Account.",Is nomination facility available with an IDFC FIRST Bank Senior Citizen Savings Account?
How can I add a nominee to my IDFC FIRST Bank Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"You can add a nominee to your Senior Citizen Savings Account in one of the following ways:

- At the time of opening your Account
- Via NetBanking and our Mobile App

- By visiting your nearest IDFC FIRST Bank branch",How can I add a nominee to my IDFC FIRST Bank Senior Citizen Savings Account?
What are the modes of operating my IDFC FIRST Bank Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"You can choose to open an IDFC FIRST Bank Senior Citizen Savings Account under one of the below modes of operation:

- Singly

- Jointly

- Either or Survivor

- Former or Survivor",What are the modes of operating my IDFC FIRST Bank Senior Citizen Savings Account?
What are the ways through which I can track my IDFC FIRST Bank Senior Citizen Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"We offer multiple ways to track your IDFC FIRST Bank Senior Citizen Savings Account, such as:

- NetBanking

- Mobile App

- WhatsApp Banking

- Monthly Account statements sent to your registered email ID",What are the ways through which I can track my IDFC FIRST Bank Senior Citizen Savings Account?
What Debit Card will I get with my IDFC FIRST Bank Savings Account?,https://www.idfcfirstbank.com/personal-banking/accounts/senior-citizens-savings-account#faqs,"The Debit Card you get on opening an IDFC FIRST Bank Savings Account depends on the account variant you've opted for. You can view the benefits offered with each card variant here.Show Less
Savings Account - Open Bank Account Online | IDFC FIRST Bank
https://www.idfcfirstbank.com/personal-banking/accounts/savings-account#faqs""

Show more results
Connect with Banker
 
What else can I do for you?",What Debit Card will I get with my IDFC FIRST Bank Savings Account?
What is an NRE Savings Account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Enjoy a completely digital savings account opening process with IDFC FIRST Bank.
 
Apply Now

Connect with Banker",What is an NRE Savings Account?
Who can open an NRE Savings Account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Enjoy a completely digital savings account opening process with IDFC FIRST Bank.
 
Apply Now

Connect with Banker",Who can open an NRE Savings Account?
How can I open an NRE Savings Account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Enjoy a completely digital savings account opening process with IDFC FIRST Bank.
 
Apply Now

Connect with Banker",How can I open an NRE Savings Account?
In which currency is my NRE savings account maintained?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,Your NRE savings account will be maintained in Indian Rupees.,In which currency is my NRE savings account maintained?
How can I deposit money in my NRE savings account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Funding into your NRE savings account can be done by following ways:-

Wire Transfer: Transfer money through overseas banks wire transfer service to fund your IDFC FIRST Bank NRE Account.
Exchange House: Remit money from GCC countries, Singapore and Hong Kong and get the credit in your NRE Account
Foreign Currency cash deposit: If you are in India, deposit foreign currency cash (in all major currencies) through an AD II category dealer and deposit the INR cheque in your IDFC FIRST Bank NRE Account. For more details on the list of AD II , Click here
Transfers from other NRE accounts in India: Transfer funds from the your existing NRE bank account with other banks in India by drawing a cheque in favour of IDFC FIRST account or transfer funds online from other banks account and start enjoying IDFC FIRST Bank's exclusive facilities.",How can I deposit money in my NRE savings account?
Is NRE Savings account taxable in India?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"No. As per the guidelines, your IDFC FIRST NRE Savings account is 100% tax exempt.",Is NRE Savings account taxable in India?
What is repatriation?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,Repatriation means the transfer of funds from an Indian account to a foreign bank account. NRI Repatriation follows guidelines set by the Foreign Exchange Management Act.,What is repatriation?
Can I repatriate funds held in my NRE savings account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Yes, the funds held in your NRE savings account are fully and freely repatriable (both principal and Interest).

",Can I repatriate funds held in my NRE savings account?
Can I have a joint account holder in my NRE savings account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Yes, you can open NRE savings account jointly with Non Resident Indians / Person of Indian Origin.

",Can I have a joint account holder in my NRE savings account?
What is the mode of operation of the Joint holder if he/she is a Resident Indian?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Mode of operation of Resident Indian joint holder is on Former or Survivor Basis only.

This would allow the second holder access to account only post the demise of the NRI first holder.",What is the mode of operation of the Joint holder if he/she is a Resident Indian?
How do I access my IDFC FIRST Bank NRE Savings account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"You can access your NRE Savings account through Net banking platform or on the Mobile banking app. Click here to login your Net banking.

",How do I access my IDFC FIRST Bank NRE Savings account?
What do I get on opening NRE savings account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"You will get a personalized cheque book and International VISA Signature Debit Card on opening NRE savings account if the same has been requested for at the time of Account opening. In case a request has not been placed at the time of account opening, the same can be placed later through the IDFC FIRST Mobile Banking App or through the Net Banking platform.",What do I get on opening NRE savings account?
Can I transfer funds between NRE savings accounts?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Yes, transfer of funds between NRE savings accounts are allowed for a bonafide purpose.",Can I transfer funds between NRE savings accounts?
Can I transfer money / issue cheques from my NRE savings account to resident or NRO account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Yes, you can transfer money from your NRE savings account to either NRO savings account or other account holders' resident account.

",Can I transfer money / issue cheques from my NRE savings account to resident or NRO account?
At what frequency is the rate of interest calculated and payable in my NRE savings bank account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,The rate of interest on your savings account is calculated on the daily closing balance maintained and payable on monthly basis on the last day of every month.,At what frequency is the rate of interest calculated and payable in my NRE savings bank account?
Does IDFC FIRST bank issue a separate debit card to joint holder(s) in NRE savings account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Yes, a joint holder(s) can have a separate debit card in NRE savings accounts, if the same has been applied for.",Does IDFC FIRST bank issue a separate debit card to joint holder(s) in NRE savings account?
Can I use my IDFC FIRST Bank NRE savings account VISA Signature debit card in India or is it only for overseas usage?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Yes, VISA Signature debit card issued to account holders in NRE savings account can be used in India as well as abroad for cash withdrawal at VISA ATM and Point Of Sale at Merchant establishment.",Can I use my IDFC FIRST Bank NRE savings account VISA Signature debit card in India or is it only for overseas usage?
Can I have a nomination facility in my IDFC FIRST Bank NRE savings account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Yes, you can avail nomination facilities in your NRE account. A nominee can be either resident or non-resident as desired by the account holder.",Can I have a nomination facility in my IDFC FIRST Bank NRE savings account?
What are the fees and charges for my IDFC FIRST Bank NRE savings account?,https://www.idfcfirstbank.com/nri-banking/nri-savings-account/nre-savings-account#faqs,"Please click below link to know about fees and charges applicable to your IDFC FIRST NRE savings account.

https://www.idfcfirstbank.com/personal-banking/accounts/nri-savings-account/fees-and-charges",What are the fees and charges for my IDFC FIRST Bank NRE savings account?
Who can open a TASC Savings Account?,https://www.idfcfirstbank.com/business-banking/accounts/tasc-institutional-accounts#faqs,"1. Societies registered under the Societies Registration Act, 1860, or any other corresponding law in force in a State or a Union Territory, except societies registered under the State Co-operative Societies Acts and specific state enactment creating Land Mortgage Banks.

2. Section 25 Companies (as per Companies Act, 1956) or Section 8 Companies (as per Companies Act,2013)

3. Institutions/entities whose entire income is exempt from payment of income-tax under Income-Tax Act, 1961

4. Government departments/bodies/agencies in respect of grants/ subsidies released for implementation of various programmes/ schemes sponsored by Central/State Government (subject to production of an authorisation from the respective Government departments to open a savings bank account)

5. Development of Women and Children in Rural Areas (DWCRA)

6. Self-Help Groups (SHGs), registered or unregistered, which are engaged in promoting savings habits among their members.",Who can open a TASC Savings Account?
What is a Self-Help Group?,https://www.idfcfirstbank.com/business-banking/accounts/tasc-institutional-accounts#faqs,"A Self-Help Group (SHG) is a small voluntary, informal association of people, preferably from the same socio-economic background. They come together to inculcate a habit of savings among their members through self-help and mutual help. The SHG promotes small savings among its members. The savings are kept with a bank.

In terms of banking, an SHG comprises of 10-20 members who are brought together normally by NGOs, and are encouraged to take up livelihood activities like tailoring, handicrafts, fabric making from e-charkhas etc., The members save individually and these savings can be lent to any of the members in time of their need. Some banks also lend to SHGs.

As per regulations, SHGs are allowed to open Savings Accounts",What is a Self-Help Group?
What is AMB and how is it calculated for IDFC FIRST Bank Dynamic TASC account?,https://www.idfcfirstbank.com/business-banking/accounts/tasc-institutional-accounts#faqs,"AMB or Average Monthly Balance of your Dynamic TASC account is the average of the day-end balance in the account for all the days in a month. 

Every day, from the 1st to the end of the month, we take the balance in your account at the end of the day. We total them all up and divide by the number of days in the month. That’s it!",What is AMB and how is it calculated for IDFC FIRST Bank Dynamic TASC account?
What are the modes through which one can track the IDFC FIRST Bank Dynamic TASC account?,https://www.idfcfirstbank.com/business-banking/accounts/tasc-institutional-accounts#faqs,"You can track your IDFC FIRST Bank Dynamic TASC account through the following modes:

·         Internet Banking & Mobile Banking

·         24x7 Banker on Call

·         Monthly email statements sent to registered email address

·         Alerts through email and SMS",What are the modes through which one can track the IDFC FIRST Bank Dynamic TASC account?
What are the digital payment solutions available IDFC FIRST Bank Dynamic TASC for an account?,https://www.idfcfirstbank.com/business-banking/accounts/tasc-institutional-accounts#faqs,"Below are some of the digital payment and receivable solutions, available to TASC Current Account holders:

·         Free bulk upload facility on net banking

·         Payment Gateways

·         Virtual Accounts

·         UPI – QR

·         Point of Sales

·         API Integration

·         NACH/e-NACH",What are the digital payment solutions available IDFC FIRST Bank Dynamic TASC for an account?
What is a Fixed Deposit?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,What is a Fixed Deposit?
What is the minimum deposit amount required for opening a Fixed Deposit scheme?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,What is the minimum deposit amount required for opening a Fixed Deposit scheme?
Can a Fixed Deposit scheme be withdrawn partially and what are the applicable premature withdrawal charges?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,Can a Fixed Deposit scheme be withdrawn partially and what are the applicable premature withdrawal charges?
What is the eligibility criterion for availing this deposit for a Senior Citizen?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,What is the eligibility criterion for availing this deposit for a Senior Citizen?
What are the benefits of opening a Fixed Deposit account as a Senior Citizen?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,What are the benefits of opening a Fixed Deposit account as a Senior Citizen?
What are the Tax Saver Fixed Deposit features?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,What are the Tax Saver Fixed Deposit features?
What is the maximum amount/limit applicable for availing tax benefits available under Section 80C for Tax Saver Deposits?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,What is the maximum amount/limit applicable for availing tax benefits available under Section 80C for Tax Saver Deposits?
"In case of a joint deposit holding, who can claim tax exemptions under Section 80C of the Income Tax Act?",https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,"In case of a joint deposit holding, who can claim tax exemptions under Section 80C of the Income Tax Act?"
Is it mandatory to submit my PAN Card for booking an FD?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,Is it mandatory to submit my PAN Card for booking an FD?
What are the implications of booking this deposit without a PAN card?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,What are the implications of booking this deposit without a PAN card?
When will the bank deduct tax on your interest earned?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,When will the bank deduct tax on your interest earned?
Will Tax be deducted from the interest earned or Principal Amount of the FD/s?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,Will Tax be deducted from the interest earned or Principal Amount of the FD/s?
What is a Sweep-In facility?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,"The Sweep-In facility ensures whenever funds in your Savings Account are running low for any transaction or purchase, the deficit amount is automatically transferred from your Fixed Despoit back to your Savings Account.

If you've opted for Sweep-Out, Sweep-In facility is enabled on your Savings Account by default.

Let's understand how the Sweep-In facility works: A Sweep-Out FD of ₹1,00,000 was created with the idle funds in your Savings Account. The balance in your account is now ₹50,000 and you issue a cheque of ₹85,000. In such a case, the deficit amount of ₹35,000 will automatically be transferred back to your Savings Account. Additionally, ₹50,000 will also be transferred to your Account, since that is the Sweep-Out limit you have opted for. ",What is a Sweep-In facility?
What is a Sweep-Out facility?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,"The Sweep-Out facility enables customers to transfer idle funds in their Savings/Current Account to a Fixed Deposit so they can earn more with higher interest rates. 

Let's understand how the Sweep-Out facility works: You have opted for Sweep-Out facility on your Savings Account and set a limit of ₹50,000. This means, whenever your balances exceed ₹50,000, the surplus funds are transferred to a Fixed Deposit enabling you to earn higher returns on your idle funds.",What is a Sweep-Out facility?
"What is the procedure to enable Sweep-In, for deposits that are booked under the Sweep-Out option? (For savings accounts where this option is available)",https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,"What is the procedure to enable Sweep-In, for deposits that are booked under the Sweep-Out option? (For savings accounts where this option is available)"
Can the Sweep-In facility be availed for multiple FDs held with the bank?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,Can the Sweep-In facility be availed for multiple FDs held with the bank?
"In case of enablement of a Sweep-In facility due to shortfall of funds in the savings account, what is the order of deposit breakage for honouring the obligation?",https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,"In case of enablement of a Sweep-In facility due to shortfall of funds in the savings account, what is the order of deposit breakage for honouring the obligation?"
"Will both, principal and interest be considered for a Sweep-In facility?",https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,"Will both, principal and interest be considered for a Sweep-In facility?"
Can the Bank deduct TDS on the FD accounts booked?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,Can the Bank deduct TDS on the FD accounts booked?
How can I book FDs above ₹2 Crore?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,How can I book FDs above ₹2 Crore?
How is the interest calculated on an FD scheme?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,How is the interest calculated on an FD scheme?
What are the interest rates in case of pre-mature withdrawal?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,What are the interest rates in case of pre-mature withdrawal?
What are the FD rates on overdue domestic deposits?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,What are the FD rates on overdue domestic deposits?
How to Choose the Right Fixed Deposit?,https://www.idfcfirstbank.com/personal-banking/deposits/fixed-deposit#faqs,,How to Choose the Right Fixed Deposit?
