ID,User_Query,Expected_UrL,Expected_Ans,Expected_Title,,,,,,,
66,What is the regulatory compliance requirement for the applicant?,https://www.idfcfirstbank.com/nri-banking/remittance,"The remitter/ applicant shall be the responsible for full compliance with the extant regulatory requirements of FEMA / RBI, etc. The submitted application shall be deemed to be complete in all respects and that the application is being made after having full knowledge on the extant Rules and Regulations relating to Foreign Exchange Outward Remittances Regulatory requirements, as applicable for Indian residents.",What is the regulatory compliance requirement for the applicant?,,,,,,,
67,I want to send money to my family member living abroad under the purpose of 'Family Maintenance' Can I?,https://www.idfcfirstbank.com/nri-banking/remittance,"Sending money abroad for the purpose of Family Maintenance is permitted to close relatives only. You should be related to the beneficiaries in the manner indicated as follows:

Father (Including step-father)
Mother (Including step-mother)
Son (Including step son)
Son's wife
Daughter
Daughter's husband
Brother (including step brother
Sister (including step-sister)
If you are not related to the beneficiary as mentioned above, then you may transfer under the purpose of 'Gift'",I want to send money to my family member living abroad under the purpose of 'Family Maintenance' Can I?,,,,,,,
68,"What documents do I need for Travel for Education, Family Maintenance etc. Do I need to submit any documents at a Bank Branch?",https://www.idfcfirstbank.com/nri-banking/remittance,"Since this is an online request and you are an existing accountholder of IDFC FIRST Bank, A2 form, supporting documents (if any) and declaration is obtained digitally and there is no need for submitting physical documents for the same.","What documents do I need for Travel for Education, Family Maintenance etc. Do I need to submit any documents at a Bank Branch?",,,,,,,
69,When is the C.A. Certificate required for initiating outward remittance?,https://www.idfcfirstbank.com/nri-banking/remittance,"Based on the Reserve Bank of India guidelines, a certificate in prescribed forms (15CA & 15CB) need to be produced while making remittances for certain types of transactions which are not covered by the Liberalised Remittance Scheme such as remittances from NRO account and for foreign nationals seeking repatriation.",When is the C.A. Certificate required for initiating outward remittance?,,,,,,,
70,What is the process for obtaining C.A. Certificate?,https://www.idfcfirstbank.com/nri-banking/remittance,"Form 15 CB needs to be certified by a Chartered Accountant. Form 15 CA has to be filled in online at the website of the Income Tax Department. The printout generated from this site has to then be signed by the remitter and submitted along with Form 15CB at the branch from where the remittance is being made. The detailed process of filling up the form is also available at the Income Tax Department website. The filled up form then needs to be produced along with the 15 CB to the branch.

Steps to be followed to file Form 15CA online
Login to: https://incometaxindiaefiling.gov.in
Go to e-filling log in page
Input user ID ( PAN of Remitter) and password
After login, go to sub option: E file – Prepare and Submit Online Form ( other than ITR)
Select form type – 15CA
Instructions are given to fill the 15CA form
The online form is available in two parts – Part A and Part B
Complete the respective applicable PART either PART A or PART B (as required)
Once the Form 15CA is filled, verify and submit
Go to My account- My Returns/Forms. It will show all the returns and Forms submitted.
Click on the 15CA form and take a print along with the acknowledgment Slip.e
Form 15CA duly printed should be signed by Remitter a",What is the process for obtaining C.A. Certificate?,,,,,,,
71,What should I do if payment has not been credited to my beneficiary?,https://www.idfcfirstbank.com/nri-banking/remittance,"Payments to foreign countries take time as they are routed through multiple Banks and depend on intervening holidays in foreign countries. However, if payment does not reflect in your beneficiary’s account within 7 days from the date of debit to your account, please contact IDFC FIRST Bank immediately.",What should I do if payment has not been credited to my beneficiary?,,,,,,,
72,Can I cancel my fund transfer request?,https://www.idfcfirstbank.com/nri-banking/remittance,Any cancellation request received for fund transfer will be handled by the Bank on best effort basis.,Can I cancel my fund transfer request?,,,,,,,
73,Which link can I use make EMI payment,https://partner.idfcfirstbank.com/QuickPayEMI/Login/LoginEMI.aspx,Please click here to make the EMI payment- https://partner.idfcfirstbank.com/QuickPayEMI/Login/LoginEMI.aspx,Which link can I use make EMI payment,,,,,,,
74,How Positive Pay secures your payment?,https://www.idfcfirstbank.com/personal-banking/payments,"Once you provide the cheque details through mobile app or net-banking portal under cheque book management, the details will be verified against the presented cheque by beneficiary.

• If the information matches the same will be cleared

• If there is a mismatch, the bank will contact the customer, if the customer is not reachable then the same will be returned un-cleared   ",How Positive Pay secures your payment?,,,,,,,
75,Is it mandatory to use positive pay?,https://www.idfcfirstbank.com/personal-banking/payments,"We highly encourage you to use the feature to safe guard your cheques. In case the details of issued cheques are not provided, existing clearing process will continue without Positive Pay check.",Is it mandatory to use positive pay?,,,,,,,
76,What is Transfer Funds to India Facility?,https://www.idfcfirstbank.com/nri-banking/remittance,"IDFC FIRST Bank offers funds transfer service from overseas for credit to Non Resident or Resident accounts with IDFC FIRST Bank, for purposes like, savings, Investments, family maintenance, etc.",What is Transfer Funds to India Facility?,,,,,,,
77,How do I send money to an IDFC FIRST Bank account in India?,https://www.idfcfirstbank.com/nri-banking/remittance,"Follow these simple steps to transfer funds conveniently:

 1) Visit your foreign bank branch anywhere in the world.

2) Submit the payment details explained below:

    • Sender's details - Name, account number and complete address

    • Receiver's details - Name, 11-digit account number* and complete address

    • Receiver's bank details -
Bank Name – IDFC FIRST Bank
Swift Code – IDFBINBBMUM
Correspondent's Bank - Please Click Here (https://www.idfcfirstbank.com/personal-banking/accounts/nri-savings-account/nri-payments-transfers/crediting-from-overseas/bank-details)

3) Mention purpose of payment for faster credit to your account",How do I send money to an IDFC FIRST Bank account in India?,,,,,,,
78,Do I need to be an IDFC FIRST Bank Account holder to receive Fund Transfer from abroad?,https://www.idfcfirstbank.com/nri-banking/remittance,"Yes, only IDFC FIRST Bank Account holders can avail this service.",Do I need to be an IDFC FIRST Bank Account holder to receive Fund Transfer from abroad?,,,,,,,
79,"In which currencies, can a Fund Transfer from abroad be made to IDFC FIRST Bank?",https://www.idfcfirstbank.com/nri-banking/remittance,"You can receive money in 12 currencies - USD, EUR, GBP, CAD, AUD, CHF, AED, SGD, HKD, NZD, JPY and ZAR","In which currencies, can a Fund Transfer from abroad be made to IDFC FIRST Bank?",,,,,,,
80,What are the charges levied by IDFC FIRST bank for receiving a Fund Transfer from abroad?,https://www.idfcfirstbank.com/nri-banking/remittance,"IDFC FIRST Bank does not charge anything for funds transfer received from abroad, the remitting bank/correspondent bank may levy charges for the wire transfer. GST will be levied on the converted gross INR amount, as per the existing Tax slab.",What are the charges levied by IDFC FIRST bank for receiving a Fund Transfer from abroad?,,,,,,,
81,Where do I view the Exchange Rates?,https://www.idfcfirstbank.com/nri-banking/remittance,"For details on the Exchange Rates, please Click Here",Where do I view the Exchange Rates?,,,,,,,
82,Where do I view correspondent Bank details?,https://www.idfcfirstbank.com/nri-banking/remittance,"For details on correspondent banks, please Click Here",Where do I view correspondent Bank details?,,,,,,,
83,Is there any limit for receiving funds from abroad?,https://www.idfcfirstbank.com/nri-banking/remittance,No. You can transfer money without any limits,Is there any limit for receiving funds from abroad?,,,,,,,
84,Is it mandatory to mention the purpose of payment while Initiating Fund Transfer from abroad?,https://www.idfcfirstbank.com/nri-banking/remittance,"For faster credit in your account, it is mandatory to mention purpose of payment",Is it mandatory to mention the purpose of payment while Initiating Fund Transfer from abroad?,,,,,,,
85,How much time will it take to get funds credited to my IDFC FIRST Bank account once transaction is successful from overseas bank.,https://www.idfcfirstbank.com/nri-banking/remittance,"On receiving the payment from foreign Bank, IDFC FIRST Bank will deposit the money in the desired account within 1 to 2 days*. * In certain cases, the bank may be required to reach beneficiary for additional details prior to credit of funds.",How much time will it take to get funds credited to my IDFC FIRST Bank account once transaction is successful from overseas bank.,,,,,,,
86,What are correspondent bank Charges?,https://www.idfcfirstbank.com/nri-banking/remittance,"Correspondent bank charges are levied by the intermediary bank, routing funds to IDFC FIRST Bank. These charges are neither in control or responsibility of IDFC FIRST Bank.",What are correspondent bank Charges?,,,,,,,
87,"What all information is mandatory for me to provide while initiating Funds Transfer from abroad, to beneficiary account with IDFC FIRST Bank?",https://www.idfcfirstbank.com/nri-banking/remittance,"o    Sender’s details - Name, account number and complete address

o    Receiver’s details - Name, account number and complete address

o    Receiver’s bank details - Bank Name – IDFC FIRST Bank with Swift Code – IDFBINBBMUM

o    Payment details - Purpose of Payment; you may choose an available option

o    Correspondent’s bank details - Available at Please Click Here

o    Purpose of Payment: For faster credit in your account, it is mandatory to mention purpose of payment","What all information is mandatory for me to provide while initiating Funds Transfer from abroad, to beneficiary account with IDFC FIRST Bank?",,,,,,,
88,Will IDFC FIRST Bank swift code change as per the location of my account?,https://www.idfcfirstbank.com/nri-banking/remittance,"No. IDFC FIRST Bank has only one swift code IDFBINBBMUM, for receiving funds from abroad for Resident and NRI account holders.",Will IDFC FIRST Bank swift code change as per the location of my account?,,,,,,,
89,Why Max Returns FD (INR)?,https://www.idfcfirstbank.com/nri-banking/remittance,"Better returns than NRE Fixed Deposits

An FCNR deposit is placed for a specific tenure and a forward cover is taken to provide fixed returns in Indian rupees to your account on the date of maturity. Due to the forward cover, the returns are guaranteed on maturity regardless of currency fluctuations.

Better returns than regular FCNR Deposits

An NRE deposit is also placed for a specific tenure and a forward cover is taken to provide fixed returns in foreign currency on the date of maturity. Due to the forward cover, returns are guaranteed on maturity regardless of currency fluctuations.",Why Max Returns FD (INR)?,,,,,,,
90,How to create Max Returns FD (INR)?,https://www.idfcfirstbank.com/nri-banking/remittance,"

At IDFC FIRST Bank, it is an easy process to create Max Returns FD (INR). Just follow these simple steps -

1. Contact your Branch/NRI RM for prevalent yields on Max Returns FD (INR) for your choice of duration and currency

2. Share the necessary documents with us

3. Select the source of funds from:

    a. Inward Remittance

    b. NRE account held at IDFC FIRST Bank

4. We will confirm the details of your Max Returns FD (INR) on recorded lines with the following details:

    a. Principal amount, tenor, deposit interest rate

    b. Maturity amount in FCY/Indian Rupees, forward rate, maturity date and annual yield",How to create Max Returns FD (INR)?,,,,,,,
91,In which currencies can Fund Transfer abroad be made through IDFC FIRST Bank?,https://www.idfcfirstbank.com/nri-banking/remittance,"You can send money in 13 currencies - USD, EUR, GBP, CAD, AUD, CHF, AED, SGD, HKD, NZD, JPY, ZAR and NOK.",In which currencies can Fund Transfer abroad be made through IDFC FIRST Bank?,,,,,,,
92,What is the process of doing Funds transfer abroad at the Branch?,https://www.idfcfirstbank.com/nri-banking/remittance,You can do an outward remittance by visiting any of the IDFC FIRST Bank branches after submitting necessary forms/documents. Click here to download Form A2 with required beneficiary and transaction details.,What is the process of doing Funds transfer abroad at the Branch?,,,,,,,
93,Where do I view the exchange rates?,https://www.idfcfirstbank.com/nri-banking/remittance,"For details on the Exchange Rates, please Click Here",Where do I view the exchange rates?,,,,,,,
94,What are the charges for doing Fund Transfer abroad?,https://www.idfcfirstbank.com/nri-banking/remittance,"NRI-No charges *
**This does not include charge levied by correspondent / intermediary banks. Charges for remittance levied by intermediary/beneficiary banks (overseas) may be applicable based on the respective banks' tariff structure. ",What are the charges for doing Fund Transfer abroad?,,,,,,,
95,Are there any additional charges by Correspondent Banks?,https://www.idfcfirstbank.com/nri-banking/remittance,"After you initiate the International fund transfer process by submitting the payment request, IDFC FIRST Bank routes the payment through its correspondent/ Partner Banks. These correspondent banks may levy charges at their discretion for rendering the services, which are neither in control or responsibility of IDFC FIRST Bank.",Are there any additional charges by Correspondent Banks?,,,,,,,
96,What is the limit for making Fund Transfer abroad from NRE Account?,https://www.idfcfirstbank.com/nri-banking/remittance,NRE account balances are freely repatriable. There is no limit specified for making International Fund Transfer from such accounts.,What is the limit for making Fund Transfer abroad from NRE Account?,,,,,,,
97,What is the limit for making Fund Transfer abroad from NRO Account?,https://www.idfcfirstbank.com/nri-banking/remittance,"When the source of funds is Current Income (e.g Rent, Dividend, Interest, etc.) – No Limit When the source of funds is Capital Receipts (e.g Sale of Property) – USD 1 million in a financial year (Apr-Mar)",What is the limit for making Fund Transfer abroad from NRO Account?,,,,,,,
98,What is the process of making Fund Transfer abroad from my NRO account from IDFC FIRST Bank branch?,https://www.idfcfirstbank.com/nri-banking/remittance,"For transferring funds abroad from your NRO account, please walk in to any IDFC FIRST Bank branch, and initiate the fund transfer by filling up the Retail Outward remittance application from (Form A2 link Click Here) and application for repatriation of funds from NRO account (Link Click Here), specifying the necessary details. In addition to this you have to provide documentary proof of the source of funds sought to be transferred and C.A certificates in form 15 CA & 15CB. You may email nriservices@idfcfirstbank.com for any further assistance.",What is the process of making Fund Transfer abroad from my NRO account from IDFC FIRST Bank branch?,,,,,,,
99,What is the process of making Fund Transfer abroad from my NRE/FCNR Account?,https://www.idfcfirstbank.com/nri-banking/remittance,"From your NRE or FCNR account, you can transfer funds to any account overseas easily.

o    Complete Outward Remittance Form (Form A2 Link Click Here), scan and email to nriservices@idfcfirstbank.com, from your registered email id.

o    We will call you on your registered phone number to verify the transaction. Once this is done, transaction will be executed basis your instructions.

o    If you are in India and visiting branch of IDFC FIRST Bank, you could also hand over the request in person.",What is the process of making Fund Transfer abroad from my NRE/FCNR Account?,,,,,,,
100,What are the advantages of 'Pay Abroad' through IDFC FIRST Bank's Internet Banking?,https://www.idfcfirstbank.com/nri-banking/remittance,"o    Send money overseas from the comfort of your home or office.

o    Make payment request anytime (24X7), anywhere.

o    Lock your exchange rate and protect from fluctuation.

o    Track your transfer request online.",What are the advantages of 'Pay Abroad' through IDFC FIRST Bank's Internet Banking?,,,,,,,
101,I don't hold a Savings Account with IDFC FIRST Bank. Can I avail Transfer Funds Abroad service?,https://www.idfcfirstbank.com/nri-banking/remittance,No. You need to open an individual account with IDFC FIRST Bank to use this service.,I don't hold a Savings Account with IDFC FIRST Bank. Can I avail Transfer Funds Abroad service?,,,,,,,
102,What type of individual customers can send money overseas through online 'Pay Abroad' service?,https://www.idfcfirstbank.com/nri-banking/remittance,"This facility is currently available for:

o    NRE savings account

o    NRO savings account",What type of individual customers can send money overseas through online 'Pay Abroad' service?,,,,,,,
103,What are the steps for ‘Transfer Funds Abroad’ through Internet Banking?,https://www.idfcfirstbank.com/nri-banking/remittance,"o    Step 1: Log into IDFC FIRST Bank's Internet Banking.

o    Step 2: Click on ‘PAY’ menu option.

o    Step 3: Click on ‘Pay Abroad’ and select your savings account

o    Step 4: You will be redirected to the 'Transfer Funds Abroad' page.

o    Step 5: Enter your payment details such as Receiving Country, Receiving Currency & Amount. The page will display exchange rate & charges for the transaction. Upload relevant documents for transfer from NRO account.

o    Step 6: Click on 'Send Money' Tab

o    Step 7: Enter Receiver information such as Beneficiary Name, Beneficiary Swift Code, Beneficiary A/c Number, Purpose of Sending and click on 'Continue'.

o    Step 8: Verify your payment details, enter additional information, accept the terms & conditions and click on 'Confirm Booking'.

o    Step 9: On successful submission of your request, a success message containing Reference Number for the payment will be displayed to you. IDFC FIRST Bank will also send a success message to your registered Mobile Number and email ID.

o    Step 10: Bank will verify your payment and ask for additional information from you if required.

o    Step 11: Check Payment History Tab in 'Transfer Funds Abroad' page for status of your payment.",What are the steps for ‘Transfer Funds Abroad’ through Internet Banking?,,,,,,,
104,What are the timing for 'Transfer Funds Abroad' facility on Internet Banking?,https://www.idfcfirstbank.com/nri-banking/remittance,"You can submit an overseas fund transfer request anytime, 24X7 through 'Transfer Funds Abroad' facility on IDFC FIRST Bank's Internet Banking.",What are the timing for 'Transfer Funds Abroad' facility on Internet Banking?,,,,,,,
105,When will my Payment get processed?,https://www.idfcfirstbank.com/nri-banking/remittance,"Transaction request received on bank working day (during weekdays) before 2:00 PM IST, subject to successful verification of payment request, will be processed on the same day. Requests received after 3:00 PM IST on bank working day and during holidays will be processed on the next bank working day.",When will my Payment get processed?,,,,,,,
106,When will my IDFC FIRST Bank account be debited?,https://www.idfcfirstbank.com/nri-banking/remittance,Your account will be debited after successful verification of your payment request by IDFC FIRST Bank.,When will my IDFC FIRST Bank account be debited?,,,,,,,
107,When will my payment reach the beneficiary?,https://www.idfcfirstbank.com/nri-banking/remittance,"Normally, it takes 2 to 3 working days for funds to reach a foreign bank account. It may take more time in case of intervening holidays.",When will my payment reach the beneficiary?,,,,,,,
108,Are there any transactional limits in Online transfer of funds overseas?,https://www.idfcfirstbank.com/nri-banking/remittance,Please click here to check the details-https://www.idfcfirstbank.com/nri-banking/remittance/transfers-out-of-india,Are there any transactional limits in Online transfer of funds overseas?,,,,,,,
109,Is it safe to send money online?,https://www.idfcfirstbank.com/nri-banking/remittance,Absolutely. 'Transfer Funds Abroad' facility is powered by IDFC FIRST Bank and is as good as sending money from the bank branch but only faster and more convenient since you are doing it from the comfort of your own home. It requires login through Internet Banking and sends real time updates on your registered mobile Numer and email ID.,Is it safe to send money online?,,,,,,,
110,How do I know the break-up of charges for online transfer?,https://www.idfcfirstbank.com/nri-banking/remittance,"Each and every charge (including Govt. Taxes) levied on the transaction will be displayed to you with reason on the website, during the process of your transaction.",How do I know the break-up of charges for online transfer?,,,,,,,
111,"What is BEN, SHA, OUR Charges?",https://www.idfcfirstbank.com/nri-banking/remittance,"When payments are made overseas, charges are imposed by various banks, such as the remitting bank, the beneficiary bank, the intermediary bank etc. These charges can be settled in multiple ways –

o    (BEN) - By debit to the sending amount before delivery of funds

o    (OUR) Upfront collection of charges from sender and delivery of full amount to receiver (OUR).

o    (SHA) – Part debit to the sending amount prior to delivery of funds & part collection of charges upfront.

In IDFC FIRST Bank's 'Transfer Funds Abroad' facility, we try to keep things simple. Hence, in all cases, charges are collected upfront (OUR) and you bear all charges for the payment which includes Fees, Taxes as well as partner bank’s fees so the beneficiary receives the complete payment.","What is BEN, SHA, OUR Charges?",,,,,,,
112,What are the documents required for sending money overseas through Internet Banking?,https://www.idfcfirstbank.com/nri-banking/remittance,"No documents are required for sending funds abroad from NRE account. For transfer from NRO account, click here to know the list of documents required.",What are the documents required for sending money overseas through Internet Banking?,,,,,,,
113,"I am an NRI but don’t have a PAN, Can I transfer funds abroad?",https://www.idfcfirstbank.com/nri-banking/remittance,Yes,"I am an NRI but don’t have a PAN, Can I transfer funds abroad?",,,,,,,
114,What is the regulatory compliance requirement for the applicant?,https://www.idfcfirstbank.com/nri-banking/remittance,"The remitter/ applicant shall be the responsible for full compliance with the extant regulatory requirements of FEMA / RBI, etc. The submitted application shall be deemed to be complete in all respects and that the application is being made after having full knowledge on the extant Rules and Regulations relating to Foreign Exchange Outward Remittances Regulatory requirements, as applicable.",What is the regulatory compliance requirement for the applicant?,,,,,,,
115,When is the C.A. Certificate required for initiating outward remittance?,https://www.idfcfirstbank.com/nri-banking/remittance,"Based on the Reserve Bank of India guidelines, a certificate in prescribed forms (15CA & 15CB) need to be produced while making remittances from NRO account.",When is the C.A. Certificate required for initiating outward remittance?,,,,,,,
116,What is the process for obtaining C.A. Certificate?,https://www.idfcfirstbank.com/nri-banking/remittance,"Form 15 CB needs to be certified by a Chartered Accountant. Form 15 CA has to be filled in online at the website of the Income Tax Department. The printout generated from this site has to then be signed by the remitter and submitted along with Form 15CB at the branch from where the remittance is being made. The detailed process of filling up the form is also available at the Income Tax Department website. The filled up form then needs to be produced along with the 15 CB to the branch.

o    Steps to be followed to file Form 15CA online

o    Login to: https://incometaxindiaefiling.gov.in

o    Go to e-filling log in page

o    Input user ID ( PAN of Remitter) and password

o    After login, go to sub option: E file – Prepare and Submit Online Form ( other than ITR)

o    Select form type – 15CA

o    Instructions are given to fill the 15CA form

o    The online form is available in two parts – Part A and Part B

o    Complete the respective applicable PART either PART A or PART B (as required)

o    Once the Form 15CA is filled, verify and submit

o    Go to My account- My Returns/Forms. It will show all the returns and Forms submitted.

o    Click on the 15CA form and take a print along with the acknowledgment Slip.

Form 15CA duly printed should be signed by Remitter and submitted to Bank in duplicate",What is the process for obtaining C.A. Certificate?,,,,,,,
117,What should I do if payment has not been credited to my beneficiary?,https://www.idfcfirstbank.com/nri-banking/remittance,"Payments to foreign countries take time as they are routed through multiple Banks and depend on intervening holidays in foreign countries. However, if payment does not reflect in your beneficiary’s account within 7 days from the date of debit to your account, please contact IDFC FIRST Bank immediately.",What should I do if payment has not been credited to my beneficiary?,,,,,,,
118,Can I cancel my online fund transfer request?,https://www.idfcfirstbank.com/nri-banking/remittance,Any cancellation request received for fund transfer will be handled by the Bank on best effort basis.,Can I cancel my online fund transfer request?,,,,,,,
1,Where can I check 'Offers' availabe for me?,https://www.idfcfirstbank.com/offers/dining-offers,Please click here to check the offers-https://www.idfcfirstbank.com/offers/dining-offers,Where can I check 'Offers' availabe for me?,,,,,,,
2,"I gave a missed call on 9555555555, but I have not received any response from the bank.",https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"You can instantly start using IDFC FIRST WhatsApp service just by sending 'Hi' on 9555555555 from your Registered Mobile Number. In case, you give a missed call on this number, we will register your number for Promotional offers, as deemed relevant.  ","I gave a missed call on 9555555555, but I have not received any response from the bank.",,,,,,,
3,When is my next EMI due? How do I view its status?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,Send Hi on WhatsApp Number from your Registered Mobile Number and choose 'Loan and EMI details' from the listed menu which will display the required Loan details.,When is my next EMI due? How do I view its status?,,,,,,,
4,"I have fully paid my loan. Then, why does my ‘Loan Status’ show as ‘Active’ on WhatsApp?",https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"We recommend you to please check the 'Statement of Account' and in case any charges are pending, please click on 'Loan Related Services' and make the payment using 'Payment Options' ","I have fully paid my loan. Then, why does my ‘Loan Status’ show as ‘Active’ on WhatsApp?",,,,,,,
5,How do I check my Easy Buy Card’s status? How do I view its limit?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,Send Hi on 9555555555 from your Registered Mobile Number and choose EBC Card Details from the listed Menu. Here you will find its unutilized limit amount and updated status of the card.,How do I check my Easy Buy Card’s status? How do I view its limit?,,,,,,,
6,How do I stop WhatsApp Service?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"You can anytime stop using the WhatsApp service, as per your convenience. If you want to avail the service again, you can send 'Hi' from your Registered Mobile Number and start enjoying our WhatsApp Service.",How do I stop WhatsApp Service?,,,,,,,
7,"As a minor’s guardian, will I be able to check the account details of a minor account?",https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"Yes, you can anytime check the minor’s bank account details, if your Registered Phone Number is mapped to the Minor's Account.","As a minor’s guardian, will I be able to check the account details of a minor account?",,,,,,,
8,"How do I know if a ‘Stop Cheque’, ‘Cheque Book’ or ‘Block Card’ request raised by me on WhatsApp is processed?",https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"As a confirmation, you will receive an SMS on your Registered Mobile Number once the request is processed or you may visit our Mobile App/Website to view the cheque status. ","How do I know if a ‘Stop Cheque’, ‘Cheque Book’ or ‘Block Card’ request raised by me on WhatsApp is processed?",,,,,,,
9,Are WhatsApp services chargeable?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"No, IDFC FIRST Bank does not levy any additional charges for using WhatsApp service. You may refer to schedule of charges on the website.",Are WhatsApp services chargeable?,,,,,,,
10,Is WhatsApp service safe?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"WhatsApp services are end to end encrypted and secure. However, please refrain from sharing any confidential information on WhatsApp. ",Is WhatsApp service safe?,,,,,,,
11,what are the customer service touchpoints?,https://www.idfcfirstbank.com/contact-us,Please click here for the details: https://www.idfcfirstbank.com/contact-us,what are the customer service touchpoints?,,,,,,,
12,Where can I check the branch details?,https://www.idfcfirstbank.com/contact-us,Please click here for the details:  https://www.idfcfirstbank.com/contact-us,Where can I check the branch details?,,,,,,,
13,What is a mobile banking app?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"A mobile banking app or mobile banking application is an accessible software product that allows consumers to execute financial operations virtually using a mobile device like a smartphone or a tablet. Unlike linked internet banking, it makes use of a software commissioned by the respective financial institution.",What is a mobile banking app?,,,,,,,
14,How can I start using the new app and website of IDFC First Bank?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"Moving from our older banking platform to our newer platform, IDFC FIRST Bank (New), is now super easy!

To start using the new website:
1. Please visit our website https://my.idfcfirstbank.com/activate-net-banking

2. Enter your mobile number and customer ID

3. Set up your password

4. Enter the OTP shared on your registered number, and you are done!

To start using the new app:

1. Download our app from http://idfcfir.st/update

2. Use your existing login credentials to login

3. Setup your MPIN, and you are done!",How can I start using the new app and website of IDFC First Bank?,,,,,,,
15,How do I set up fingerprint unlock?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"Follow the steps given below to set up fingerprint unlocking:

1. Click on ‘More’ section

2. Click on Settings

3. Under ‘Security’, you will be able to see ‘Fingerprint’

4. Toggle the the switch next to fingerprint, to enable or disable it",How do I set up fingerprint unlock?,,,,,,,
16,How long does it take for an NEFT transaction to go through?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,NEFT transactions may take up to 4 hours to get credited to the beneficiary account. Request you to reach out to help centre in case of any  further issue.,How long does it take for an NEFT transaction to go through?,,,,,,,
17,How safe is a mobile banking app?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"Mobile apps, in general, are very safe. Most banking applications employ two-factor authentication, which entails verifying the transaction they create. Your information is secured and transported via banking channels with maximum security so that it is safe from all malware assaults.",How safe is a mobile banking app?,,,,,,,
18,What are three features of mobile banking?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"Some of the features of a mobile banking app are:

• 24*7 services
• Customer support
• Ease of use",What are three features of mobile banking?,,,,,,,
19,How do I download the mobile banking app?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"Discover the advantages of mobile banking through our app. It is currently available only for iPhone and Android phone users. Here are the steps to download the App:

Android phones:
Visit Google Play
Search for IDFC FIRST Bank
Download and install the IDFC FIRST Bank Mobile Banking App
Login with your Username and Password
Please use the same Username and Password as the one for Internet Banking
iPhones:
Visit the App Store
Search for IDFC FIRST Bank
Download and install the IDFC FIRST Bank Mobile Banking App
Login with your Username and Password
Please use the same Username and Password as the one for Internet Banking",How do I download the mobile banking app?,,,,,,,
20,Which Android and iOS versions are currently compatible with the app?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"Our online mobile banking app is compatible with iOS 8.0 & above for iPhone users, and Android OS 4.4 & above.",Which Android and iOS versions are currently compatible with the app?,,,,,,,
21,What are the charges for downloading the App?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"You can enjoy the advantages of mobile banking services, which IDFC FIRST Bank have to offer, at no extra cost. However, standard internet charges are applicable, as levied by your service providers.",What are the charges for downloading the App?,,,,,,,
22,What is internet banking?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"Internet banking is an electronic solution that allows you to make transactions, payments, and other activities on the Internet via the Bank's secure platform.",What is internet banking?,,,,,,,
23,What are the benefits of using internet banking Services?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,You can use internet banking to execute your banking transactions from any place that is convenient for you. Internet banking offers a wide range of electronic transactions and data to aid in the management of your financial holdings. It's safe and practical.,What are the benefits of using internet banking Services?,,,,,,,
24,What are the services and transactions which can be accessed through internet banking?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"The services and transactions that can be accessed through internet banking are:

Checking your account balance
Viewing the transaction history of your banking accounts and credit card
Transferring money between various accounts
Transferring funds overseas
Transferring funds to a different bank account
Making online payments
Enquiring on interest rates
Opening new Term/Fixed Deposits
Maintaining old and new cheque books
Updating personal information",What are the services and transactions which can be accessed through internet banking?,,,,,,,
25,Will there be any charges for signing up for internet banking?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"No, there are no signing up charges.",Will there be any charges for signing up for internet banking?,,,,,,,
26,Is internet banking easy to use?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"Yes, internet banking is very easy to use and people from all age-groups and ways of life can avail of this service.",Is internet banking easy to use?,,,,,,,
27,What are the types of transactions I can carry out through my IDFC FIRST Bank Net Banking?,https://www.idfcfirstbank.com/personal-banking/ways-to-bank,"If you’d like to view a complete list of all the transactions you can do on online, and through mobile Net Banking, click here",What are the types of transactions I can carry out through my IDFC FIRST Bank Net Banking?,,,,,,,
